date,city,PM2_5,PM10,O3,NO2,SO2,temperature,AQI
2023-03-31,深圳,87.3,147.1,65.6,37.4,18.5,14.6,131.0
2023-03-31,杭州,93.1,151.3,79.2,45.8,11.6,14.6,143.0
2023-03-31,成都,83.1,131.0,84.1,57.9,16.1,14.6,133.0
2023-03-31,武汉,31.1,58.1,74.6,16.2,12.6,14.6,67.0
2023-03-31,西安,51.3,87.1,37.8,31.3,11.1,14.6,77.0
2023-03-31,南京,43.5,76.2,63.2,13.2,11.4,14.6,77.0
2023-03-31,重庆,68.2,104.6,51.3,50.9,13.4,14.6,102.0
2023-04-01,北京,54.0,93.9,92.7,18.1,12.1,14.9,102.0
2023-04-01,上海,72.1,118.5,87.1,31.8,10.2,14.9,121.0
2023-04-01,广州,17.7,38.6,77.7,55.8,16.0,14.9,52.0
2023-04-01,深圳,104.3,163.3,49.2,28.0,18.5,14.9,145.0
2023-04-01,杭州,72.1,119.5,53.5,38.1,11.4,14.9,108.0
2023-04-01,成都,33.6,69.2,,22.6,10.4,14.9,57.0
2023-04-01,武汉,32.2,58.0,51.7,14.8,15.7,14.9,59.0
2023-04-01,西安,36.4,60.1,65.5,35.2,13.8,14.9,70.0
2023-04-01,南京,95.0,153.2,,29.2,11.8,14.9,126.0
2023-04-01,重庆,,195.4,96.5,34.7,15.4,14.9,184.0
2023-04-02,北京,-12.1,-7.0,96.9,22.2,10.5,15.3,24.0
2023-04-02,上海,89.9,147.7,,42.5,21.1,15.3,134.0
2023-04-02,广州,44.3,74.9,67.8,38.4,18.7,15.3,80.0
2023-04-02,深圳,71.3,117.4,72.6,37.9,19.0,15.3,115.0
2023-04-02,杭州,70.2,115.3,31.9,38.1,13.7,15.3,97.0
2023-04-02,成都,75.7,114.6,49.8,15.8,6.1,15.3,111.0
2023-04-02,武汉,55.5,95.1,58.1,60.8,-2.2,15.3,90.0
2023-04-02,西安,84.4,131.7,45.5,34.1,9.6,15.3,119.0
2023-04-02,南京,105.9,167.6,56.1,17.0,9.9,15.3,150.0
2023-04-02,重庆,47.2,78.2,63.2,56.2,3.3,15.3,82.0
2023-04-03,北京,87.1,146.3,81.1,28.0,18.7,15.6,137.0
2023-04-03,上海,71.1,117.2,64.9,41.7,7.1,15.6,111.0
2023-04-03,广州,,48.1,71.4,41.0,13.2,15.6,57.0
2023-04-03,深圳,56.5,92.7,50.5,46.7,3.9,15.6,88.0
2023-04-03,杭州,108.3,172.2,54.6,39.9,15.5,15.6,152.0
2023-04-03,成都,126.6,203.3,75.4,30.9,4.4,15.6,182.0
2023-04-03,武汉,111.6,178.9,52.9,19.5,15.6,15.6,155.0
2023-04-03,西安,51.8,90.5,68.7,47.0,7.3,15.6,90.0
2023-04-03,南京,47.3,85.7,83.0,47.8,7.2,15.6,90.0
2023-04-03,重庆,,84.4,65.9,31.1,15.5,15.6,88.0
2023-04-04,北京,5.8,20.8,65.4,18.8,16.1,15.9,33.0
2023-04-04,上海,81.3,130.6,67.5,11.8,18.5,15.9,125.0
2023-04-04,广州,55.3,88.9,73.6,51.5,9.5,15.9,96.0
2023-04-04,深圳,99.5,172.4,41.2,42.9,10.9,15.9,136.0
2023-04-04,杭州,,90.8,74.4,27.0,10.5,15.9,96.0
2023-04-04,成都,80.8,138.9,94.9,29.9,7.6,15.9,135.0
2023-04-04,武汉,,87.6,71.4,52.2,10.1,15.9,97.0
2023-04-04,西安,30.6,60.7,30.6,37.0,6.2,15.9,49.0
2023-04-04,南京,63.2,104.4,42.5,48.0,15.7,15.9,93.0
2023-04-04,重庆,81.3,127.0,52.5,8.7,10.2,15.9,119.0
2023-04-05,北京,9.5,30.7,58.7,35.6,13.8,16.3,35.0
2023-04-05,上海,44.6,74.8,67.0,41.7,6.9,16.3,80.0
2023-04-05,广州,77.3,126.7,68.8,10.0,9.4,16.3,120.0
2023-04-05,深圳,115.5,177.3,71.9,29.8,10.8,16.3,167.0
2023-04-05,杭州,97.3,153.8,84.7,45.7,10.5,16.3,151.0
2023-04-05,成都,58.1,99.8,58.3,22.7,12.9,16.3,93.0
2023-04-05,武汉,66.6,109.4,99.7,10.1,6.7,16.3,120.0
2023-04-05,西安,93.5,153.5,83.3,29.2,13.6,16.3,146.0
2023-04-05,南京,114.5,184.1,61.5,13.8,11.7,16.3,162.0
2023-04-05,重庆,37.2,68.9,72.0,27.5,4.2,16.3,73.0
2023-04-06,北京,37.8,62.5,70.7,29.7,17.7,16.6,74.0
2023-04-06,上海,62.8,99.8,71.5,37.6,10.3,16.6,104.0
2023-04-06,广州,54.8,93.4,77.5,15.5,12.0,16.6,97.0
2023-04-06,深圳,82.6,141.0,90.3,39.0,17.7,16.6,135.0
2023-04-06,杭州,53.2,94.8,61.4,36.4,8.1,16.6,88.0
2023-04-06,成都,61.8,112.2,26.1,46.2,14.7,16.6,85.0
2023-04-06,武汉,,142.1,73.5,46.6,3.0,16.6,131.0
2023-04-06,西安,107.6,172.4,21.6,47.9,11.6,16.6,138.0
2023-04-06,南京,72.4,114.4,51.7,45.8,11.4,16.6,108.0
2023-04-06,重庆,65.5,109.5,65.0,29.6,5.3,16.6,105.0
2023-04-07,北京,85.9,130.6,50.7,37.9,8.2,17.0,123.0
2023-04-07,上海,113.0,174.2,48.5,40.9,5.4,17.0,155.0
2023-04-07,广州,77.7,126.0,61.6,56.7,11.5,17.0,118.0
2023-04-07,深圳,66.9,108.6,,20.9,5.1,17.0,114.0
2023-04-07,杭州,97.9,152.1,46.4,28.2,15.0,17.0,136.0
2023-04-07,成都,109.2,177.4,,25.9,15.4,17.0,153.0
2023-04-07,武汉,93.3,146.9,74.9,37.5,16.8,17.0,142.0
2023-04-07,西安,77.9,121.9,28.4,43.9,18.8,17.0,105.0
2023-04-07,南京,37.3,76.8,68.1,59.4,18.4,17.0,72.0
2023-04-07,重庆,70.4,128.9,46.2,39.8,15.6,17.0,103.0
2023-04-08,北京,39.2,67.0,90.4,50.1,12.4,17.3,83.0
2023-04-08,上海,60.9,104.2,93.7,34.1,15.9,17.3,111.0
2023-04-08,广州,53.9,98.4,56.5,45.7,5.9,17.3,87.0
2023-04-08,深圳,104.5,157.5,69.6,23.8,20.2,17.3,153.0
2023-04-08,杭州,111.4,180.0,59.0,30.5,8.0,17.3,157.0
2023-04-08,成都,61.0,99.8,86.2,19.2,15.5,17.3,108.0
2023-04-08,武汉,35.4,56.5,43.7,47.6,7.5,17.3,60.0
2023-04-08,西安,59.9,99.4,79.0,33.9,10.4,17.3,103.0
2023-04-08,南京,78.2,125.8,79.5,35.9,8.8,17.3,126.0
2023-04-08,重庆,45.0,83.3,32.4,41.2,19.0,17.3,67.0
2023-04-09,北京,,98.7,86.7,43.0,3.1,17.7,105.0
2023-04-09,上海,34.3,61.4,65.9,34.9,7.4,17.7,68.0
2023-04-09,广州,109.7,170.2,47.1,12.2,17.2,17.7,150.0
2023-04-09,深圳,107.9,170.9,65.4,28.2,19.2,17.7,156.0
2023-04-09,杭州,,92.6,83.2,19.7,14.9,17.7,92.0
2023-04-09,成都,95.7,160.6,38.2,39.7,12.0,17.7,130.0
2023-04-09,武汉,66.2,113.5,66.9,43.1,15.8,17.7,106.0
2023-04-09,西安,64.0,100.2,37.0,36.3,20.5,17.7,92.0
2023-04-09,南京,67.6,117.9,80.8,51.5,5.8,17.7,113.0
2023-04-09,重庆,52.0,79.5,75.0,42.1,4.8,17.7,92.0
2023-04-10,北京,75.5,128.1,53.6,4.6,16.5,18.0,112.0
2023-04-10,上海,96.1,156.7,53.9,66.2,13.7,18.0,137.0
2023-04-10,广州,87.2,139.4,65.9,30.7,15.1,18.0,131.0
2023-04-10,深圳,64.9,97.3,72.5,45.1,6.5,18.0,107.0
2023-04-10,杭州,51.8,79.0,58.8,43.5,4.3,18.0,86.0
2023-04-10,成都,91.0,150.2,73.0,27.3,14.8,18.0,138.0
2023-04-10,武汉,93.7,155.7,67.9,22.5,13.9,18.0,140.0
2023-04-10,西安,108.0,175.3,,31.8,8.4,18.0,171.0
2023-04-10,南京,76.3,127.0,55.8,27.5,9.1,18.0,114.0
2023-04-10,重庆,61.0,99.6,87.1,38.5,5.2,18.0,108.0
2023-04-11,北京,25.1,52.0,75.0,36.7,15.3,18.3,60.0
2023-04-11,上海,112.8,179.8,92.7,23.0,2.2,18.3,172.0
2023-04-11,广州,45.9,83.0,77.0,25.7,14.0,18.3,86.0
2023-04-11,深圳,70.9,115.3,43.9,34.3,7.1,18.3,103.0
2023-04-11,杭州,103.2,158.6,87.2,22.8,14.2,18.3,159.0
2023-04-11,成都,47.0,87.5,100.0,44.2,10.7,18.3,96.0
2023-04-11,武汉,82.4,138.8,74.3,62.7,11.7,18.3,129.0
2023-04-11,西安,82.8,136.0,37.6,25.4,8.9,18.3,114.0
2023-04-11,南京,67.5,105.1,70.1,63.3,11.3,18.3,109.0
2023-04-11,重庆,15.9,27.3,87.4,31.2,14.8,18.3,54.0
2023-04-12,北京,51.8,84.5,67.3,60.7,-1.3,18.7,89.0
2023-04-12,上海,44.1,78.8,72.1,19.5,23.9,18.7,82.0
2023-04-12,广州,57.9,104.3,61.8,38.9,11.6,18.7,94.0
2023-04-12,深圳,72.1,120.6,102.5,36.2,12.3,18.7,128.0
2023-04-12,杭州,78.0,131.7,71.3,37.8,5.3,18.7,122.0
2023-04-12,成都,97.4,159.3,71.5,49.7,13.2,18.7,145.0
2023-04-12,武汉,,63.1,51.9,27.9,13.9,18.7,62.0
2023-04-12,西安,50.6,82.9,30.0,51.1,15.8,18.7,73.0
2023-04-12,南京,44.6,72.8,84.1,9.6,12.1,18.7,87.0
2023-04-12,重庆,32.6,67.2,61.2,35.7,11.9,18.7,64.0
2023-04-13,北京,77.3,132.1,88.9,45.0,12.7,19.0,128.0
2023-04-13,上海,42.4,67.8,56.9,31.7,14.6,19.0,74.0
2023-04-13,广州,69.3,122.6,73.7,16.0,8.5,19.0,113.0
2023-04-13,深圳,27.2,56.4,45.5,33.5,2.9,19.0,51.0
2023-04-13,杭州,33.5,59.9,46.8,40.7,5.1,19.0,59.0
2023-04-13,成都,72.0,123.3,70.0,44.7,14.0,19.0,114.0
2023-04-13,武汉,109.0,175.9,60.8,18.9,18.5,19.0,155.0
2023-04-13,西安,85.3,134.0,6.7,26.6,10.2,19.0,105.0
2023-04-13,南京,,144.0,93.0,36.0,7.3,19.0,142.0
2023-04-13,重庆,72.9,128.2,63.7,47.5,7.2,19.0,113.0
2023-04-14,北京,73.9,120.1,54.0,32.5,20.7,19.4,110.0
2023-04-14,上海,100.9,158.3,41.0,43.8,21.9,19.4,137.0
2023-04-14,广州,,92.2,83.4,42.8,19.4,19.4,95.0
2023-04-14,深圳,99.7,161.0,74.2,36.2,10.5,19.4,149.0
2023-04-14,杭州,87.5,134.7,54.7,17.2,21.7,19.4,127.0
2023-04-14,成都,81.1,131.7,53.6,61.4,10.1,19.4,119.0
2023-04-14,武汉,74.5,115.3,25.0,22.4,16.6,19.4,99.0
2023-04-14,西安,66.6,107.3,72.5,34.3,6.9,19.4,109.0
2023-04-14,南京,43.1,77.6,32.6,27.5,10.8,19.4,65.0
2023-04-14,重庆,61.7,99.6,72.2,33.0,6.1,19.4,103.0
2023-04-15,北京,59.8,92.6,75.3,44.9,9.7,19.7,102.0
2023-04-15,上海,34.4,62.6,66.7,32.1,11.7,19.7,68.0
2023-04-15,广州,40.5,74.3,41.6,41.6,5.7,19.7,65.0
2023-04-15,深圳,0.4,7.8,13.1,38.3,-1.6,19.7,6.0
2023-04-15,杭州,70.7,119.1,94.9,46.9,12.9,19.7,123.0
2023-04-15,成都,70.3,117.4,41.1,31.3,20.6,19.7,101.0
2023-04-15,武汉,85.8,142.5,71.2,32.2,4.0,19.7,131.0
2023-04-15,西安,108.5,173.3,88.1,37.8,13.8,19.7,165.0
2023-04-15,南京,45.1,67.8,85.3,46.8,23.8,19.7,88.0
2023-04-15,重庆,25.4,53.3,44.0,24.5,9.2,19.7,48.0
2023-04-16,北京,66.9,117.1,35.4,13.3,11.6,20.0,94.0
2023-04-16,上海,54.4,91.5,38.0,26.6,11.7,20.0,80.0
2023-04-16,广州,77.9,120.0,46.9,31.9,14.5,20.0,112.0
2023-04-16,深圳,68.5,113.1,62.2,47.8,9.7,20.0,107.0
2023-04-16,杭州,44.3,68.6,84.9,33.8,18.3,20.0,87.0
2023-04-16,成都,53.3,79.0,79.6,34.1,11.3,20.0,96.0
2023-04-16,武汉,61.0,104.0,69.8,41.8,14.6,20.0,101.0
2023-04-16,西安,115.8,182.0,62.5,32.1,22.3,20.0,164.0
2023-04-16,南京,58.7,99.1,33.6,20.5,6.6,20.0,84.0
2023-04-16,重庆,,127.6,101.1,28.9,15.2,20.0,134.0
2023-04-17,北京,73.9,125.8,44.6,43.5,10.0,20.4,107.0
2023-04-17,上海,92.5,140.3,93.5,34.1,10.6,20.4,148.0
2023-04-17,广州,85.0,135.3,33.3,38.0,15.3,20.4,115.0
2023-04-17,深圳,96.4,159.5,27.3,41.8,16.4,20.4,127.0
2023-04-17,杭州,102.7,158.4,43.5,21.6,7.7,20.4,141.0
2023-04-17,成都,26.2,54.0,56.9,21.9,13.2,20.4,54.0
2023-04-17,武汉,30.9,45.8,77.7,44.4,6.1,20.4,68.0
2023-04-17,西安,85.1,128.7,52.1,30.4,15.1,20.4,123.0
2023-04-17,南京,87.5,134.9,75.3,54.8,15.4,20.4,135.0
2023-04-17,重庆,110.0,175.5,68.6,35.4,29.2,20.4,159.0
2023-04-18,北京,75.6,124.3,57.3,34.2,9.5,20.7,114.0
2023-04-18,上海,70.7,114.0,59.6,42.2,18.1,20.7,109.0
2023-04-18,广州,119.7,206.4,74.9,30.4,8.6,20.7,174.0
2023-04-18,深圳,75.9,130.5,85.4,31.5,3.7,20.7,125.0
2023-04-18,杭州,76.9,124.0,43.6,35.7,14.6,20.7,110.0
2023-04-18,成都,112.7,173.1,53.1,27.0,5.4,20.7,156.0
2023-04-18,武汉,126.4,211.4,58.1,30.4,11.2,20.7,175.0
2023-04-18,西安,,70.0,38.9,42.1,12.3,20.7,70.0
2023-04-18,南京,68.2,113.4,60.1,57.3,9.0,20.7,106.0
2023-04-18,重庆,68.6,111.1,46.7,39.7,13.8,20.7,101.0
2023-04-19,北京,93.4,136.5,98.3,25.8,17.5,21.0,151.0
2023-04-19,上海,57.0,104.5,67.9,47.0,14.5,21.0,96.0
2023-04-19,广州,,98.1,84.9,44.0,4.1,21.0,104.0
2023-04-19,深圳,67.8,109.6,46.8,22.4,13.3,21.0,100.0
2023-04-19,杭州,84.3,130.1,22.4,49.3,7.7,21.0,110.0
2023-04-19,成都,91.5,154.9,87.9,27.0,10.8,21.0,145.0
2023-04-19,武汉,63.9,103.3,47.1,49.0,16.7,21.0,96.0
2023-04-19,西安,75.2,128.3,104.5,26.4,14.8,21.0,132.0
2023-04-19,南京,45.0,75.5,,19.2,22.4,21.0,72.0
2023-04-19,重庆,52.0,84.4,77.6,27.8,17.4,21.0,93.0
2023-04-20,北京,72.7,122.2,84.5,26.2,11.9,21.3,121.0
2023-04-20,上海,73.3,124.8,51.5,21.0,8.8,21.3,109.0
2023-04-20,广州,70.0,118.0,74.7,15.3,4.0,21.3,114.0
2023-04-20,深圳,61.1,101.4,52.5,45.3,8.8,21.3,94.0
2023-04-20,杭州,70.3,122.6,62.2,30.6,14.3,21.3,109.0
2023-04-20,成都,75.5,122.5,,47.3,13.7,21.3,114.0
2023-04-20,武汉,88.2,145.5,31.6,41.5,16.4,21.3,118.0
2023-04-20,西安,110.9,179.8,47.8,38.2,12.6,21.3,152.0
2023-04-20,南京,75.9,131.2,39.6,43.9,9.8,21.3,107.0
2023-04-20,重庆,92.5,153.8,61.2,42.8,8.7,21.3,135.0
2023-04-21,北京,58.6,98.6,,5.0,16.7,21.7,99.0
2023-04-21,上海,104.8,167.0,80.2,58.3,0.9,21.7,158.0
2023-04-21,广州,,54.8,90.9,36.7,9.3,21.7,75.0
2023-04-21,深圳,75.4,120.2,65.5,28.9,15.3,21.7,117.0
2023-04-21,杭州,80.0,140.7,75.0,47.3,18.0,21.7,126.0
2023-04-21,成都,53.3,81.8,78.6,41.3,20.0,21.7,95.0
2023-04-21,武汉,60.2,95.1,59.7,18.0,10.9,21.7,96.0
2023-04-21,西安,72.3,110.9,51.4,55.1,12.3,21.7,107.0
2023-04-21,南京,108.9,177.0,21.6,47.9,10.1,21.7,139.0
2023-04-21,重庆,109.1,172.3,74.5,29.2,6.6,21.7,161.0
2023-04-22,北京,57.5,95.1,62.0,25.7,6.5,22.0,94.0
2023-04-22,上海,103.4,166.3,47.1,34.7,14.4,22.0,143.0
2023-04-22,广州,104.7,166.1,71.8,42.1,5.6,22.0,154.0
2023-04-22,深圳,102.6,161.5,70.6,43.8,9.0,22.0,151.0
2023-04-22,杭州,57.6,97.6,73.2,22.0,8.2,22.0,98.0
2023-04-22,成都,85.3,138.7,47.7,48.3,8.3,22.0,121.0
2023-04-22,武汉,64.4,104.4,72.5,24.7,3.2,22.0,106.0
2023-04-22,西安,59.4,103.3,47.7,39.5,14.1,22.0,90.0
2023-04-22,南京,74.7,121.3,76.5,52.7,21.5,22.0,120.0
2023-04-22,重庆,30.7,53.1,93.7,44.7,9.6,22.0,74.0
2023-04-23,北京,,95.7,90.1,25.3,9.8,22.3,112.0
2023-04-23,上海,70.4,116.8,34.9,67.0,8.6,22.3,98.0
2023-04-23,广州,127.1,196.9,43.2,25.6,8.0,22.3,170.0
2023-04-23,深圳,126.0,198.5,66.9,43.4,20.6,22.3,178.0
2023-04-23,杭州,77.5,134.1,80.8,26.3,14.7,22.3,125.0
2023-04-23,成都,138.1,225.0,89.8,25.9,18.0,22.3,202.0
2023-04-23,武汉,28.4,50.4,47.4,12.8,18.3,22.3,53.0
2023-04-23,西安,73.6,117.0,83.8,42.5,10.2,22.3,122.0
2023-04-23,南京,72.8,116.9,100.2,47.1,16.2,22.3,127.0
2023-04-23,重庆,69.6,109.6,83.1,41.9,14.0,22.3,117.0
2023-04-24,北京,29.1,49.6,55.4,32.7,11.3,22.6,57.0
2023-04-24,上海,85.5,135.1,,17.9,9.3,22.6,135.0
2023-04-24,广州,69.8,122.2,86.1,27.6,17.8,22.6,118.0
2023-04-24,深圳,67.9,102.9,36.3,24.5,5.0,22.6,96.0
2023-04-24,杭州,,161.0,46.3,41.4,9.7,22.6,144.0
2023-04-24,成都,57.8,91.9,81.4,29.5,-0.1,22.6,102.0
2023-04-24,武汉,95.0,155.4,19.3,34.9,8.4,22.6,122.0
2023-04-24,西安,72.1,113.8,81.8,24.5,10.4,22.6,119.0
2023-04-24,南京,60.2,99.4,53.4,27.5,18.2,22.6,94.0
2023-04-24,重庆,96.2,159.4,43.5,37.7,11.7,22.6,133.0
2023-04-25,北京,67.7,110.7,79.3,36.8,14.3,23.0,113.0
2023-04-25,上海,,120.4,80.6,33.8,9.3,23.0,120.0
2023-04-25,广州,54.1,89.8,63.0,29.5,12.7,23.0,90.0
2023-04-25,深圳,108.0,170.8,64.5,38.0,10.8,23.0,155.0
2023-04-25,杭州,80.4,127.8,,31.5,13.6,23.0,111.0
2023-04-25,成都,89.5,146.8,59.7,27.0,12.7,23.0,131.0
2023-04-25,武汉,92.5,155.1,68.1,33.4,11.2,23.0,138.0
2023-04-25,西安,32.7,62.7,66.4,26.7,11.9,23.0,66.0
2023-04-25,南京,65.2,109.5,77.6,38.5,12.4,23.0,109.0
2023-04-25,重庆,26.3,34.6,52.0,24.5,16.4,23.0,52.0
2023-04-26,北京,32.4,62.5,42.5,7.2,15.3,23.3,56.0
2023-04-26,上海,53.7,96.7,60.7,18.2,14.1,23.3,89.0
2023-04-26,广州,32.0,54.7,60.0,10.4,1.2,23.3,62.0
2023-04-26,深圳,71.3,112.3,98.9,32.0,11.1,23.3,125.0
2023-04-26,杭州,81.6,136.1,49.2,41.5,12.0,23.3,118.0
2023-04-26,成都,69.0,110.3,61.3,54.6,13.8,23.3,107.0
2023-04-26,武汉,103.7,165.3,62.9,53.9,12.9,23.3,150.0
2023-04-26,西安,125.6,210.7,46.3,47.9,15.0,23.3,169.0
2023-04-26,南京,43.7,78.3,81.2,13.6,12.8,23.3,85.0
2023-04-26,重庆,84.9,136.0,67.9,32.4,13.6,23.3,129.0
2023-04-27,北京,88.0,135.7,45.8,42.4,14.4,23.6,124.0
2023-04-27,上海,64.1,98.9,76.4,28.6,11.8,23.6,107.0
2023-04-27,广州,84.9,137.5,57.4,26.6,10.3,23.6,125.0
2023-04-27,深圳,17.6,37.3,85.5,24.3,4.7,23.6,55.0
2023-04-27,杭州,17.1,34.2,41.5,7.4,12.4,23.6,37.0
2023-04-27,成都,57.6,102.2,57.2,34.2,16.3,23.6,92.0
2023-04-27,武汉,38.6,69.9,60.5,22.4,12.4,23.6,71.0
2023-04-27,西安,49.4,83.7,69.2,28.5,11.6,23.6,87.0
2023-04-27,南京,60.6,106.2,16.9,44.7,11.2,23.6,79.0
2023-04-27,重庆,116.4,179.4,45.9,20.3,7.7,23.6,158.0
2023-04-28,北京,67.7,111.5,74.1,53.5,5.9,23.9,111.0
2023-04-28,上海,41.2,73.2,24.5,44.6,12.0,23.9,59.0
2023-04-28,广州,60.7,101.6,100.3,49.2,16.7,23.9,113.0
2023-04-28,深圳,68.4,110.9,44.6,19.7,15.3,23.9,100.0
2023-04-28,杭州,65.0,102.8,66.0,45.8,11.5,23.9,104.0
2023-04-28,成都,88.4,139.4,49.3,38.3,17.4,23.9,126.0
2023-04-28,武汉,103.9,169.1,82.3,48.0,10.3,23.9,158.0
2023-04-28,西安,49.7,85.0,84.8,35.5,12.5,23.9,94.0
2023-04-28,南京,57.7,102.4,66.4,44.3,10.7,23.9,96.0
2023-04-28,重庆,42.4,69.4,51.8,40.4,12.6,23.9,72.0
2023-04-29,北京,107.3,172.4,57.6,28.3,2.6,24.2,152.0
2023-04-29,上海,85.3,144.6,77.4,47.9,8.3,24.2,133.0
2023-04-29,广州,101.4,155.9,50.0,25.7,14.5,24.2,142.0
2023-04-29,深圳,72.8,123.7,,22.7,15.4,24.2,118.0
2023-04-29,杭州,53.6,84.0,101.0,28.3,10.8,24.2,105.0
2023-04-29,成都,51.0,83.6,60.0,48.1,14.1,24.2,85.0
2023-04-29,武汉,,60.7,64.9,47.6,16.7,24.2,73.0
2023-04-29,西安,115.9,187.0,50.6,49.7,9.0,24.2,159.0
2023-04-29,南京,38.5,59.1,41.2,38.2,5.8,24.2,63.0
2023-04-29,重庆,21.7,47.1,19.3,61.6,3.2,24.2,34.0
2023-04-30,北京,,163.8,41.3,55.0,10.3,24.5,138.0
2023-04-30,上海,92.8,147.5,99.6,26.4,12.0,24.5,151.0
2023-04-30,广州,35.4,63.6,63.2,-0.8,12.1,24.5,68.0
2023-04-30,深圳,77.8,132.0,27.6,32.6,7.1,24.5,104.0
2023-04-30,杭州,55.7,90.3,51.1,62.4,6.9,24.5,87.0
2023-04-30,成都,30.5,55.4,71.7,41.3,17.4,24.5,65.0
2023-04-30,武汉,54.8,86.8,48.4,38.7,10.0,24.5,85.0
2023-04-30,西安,62.4,97.6,73.6,34.3,9.3,24.5,104.0
2023-04-30,南京,90.5,139.0,77.1,42.4,12.0,24.5,139.0
2023-04-30,重庆,88.5,138.5,71.2,33.9,10.8,24.5,135.0
2023-05-01,北京,84.1,130.2,32.5,26.9,15.1,24.8,114.0
2023-05-01,上海,71.8,121.9,71.8,32.7,17.1,24.8,115.0
2023-05-01,广州,86.9,140.5,41.1,38.0,15.1,24.8,121.0
2023-05-01,深圳,39.9,61.0,73.4,23.0,13.0,24.8,77.0
2023-05-01,杭州,71.8,117.5,48.8,38.6,15.1,24.8,106.0
2023-05-01,成都,123.5,200.3,29.5,27.7,16.3,24.8,160.0
2023-05-01,武汉,67.9,110.7,39.8,50.4,9.7,24.8,97.0
2023-05-01,西安,84.1,141.6,52.6,39.5,4.8,24.8,122.0
2023-05-01,南京,83.2,133.5,51.6,49.2,13.7,24.8,120.0
2023-05-01,重庆,91.5,147.8,37.7,38.2,16.9,24.8,125.0
2023-05-02,北京,66.6,116.5,74.5,45.1,14.0,25.1,110.0
2023-05-02,上海,,82.0,75.5,43.0,9.8,25.1,91.0
2023-05-02,广州,55.8,87.4,66.9,43.6,19.5,25.1,94.0
2023-05-02,深圳,84.2,144.5,38.2,38.4,11.8,25.1,116.0
2023-05-02,杭州,35.2,60.2,41.0,39.2,12.0,25.1,59.0
2023-05-02,成都,42.6,80.8,70.5,26.9,9.0,25.1,79.0
2023-05-02,武汉,86.9,132.4,65.5,51.2,12.0,25.1,130.0
2023-05-02,西安,23.7,39.7,105.8,70.4,11.8,25.1,71.0
2023-05-02,南京,66.4,106.2,66.6,49.2,16.6,25.1,106.0
2023-05-02,重庆,76.7,115.4,29.2,26.5,16.5,25.1,104.0
2023-05-03,北京,30.8,63.5,88.2,38.6,14.7,25.4,72.0
2023-05-03,上海,55.7,95.4,58.0,30.6,11.6,25.4,90.0
2023-05-03,广州,53.3,87.1,37.6,36.2,14.3,25.4,79.0
2023-05-03,深圳,53.4,91.4,51.3,44.0,16.1,25.4,85.0
2023-05-03,杭州,,90.4,58.8,40.8,19.0,25.4,89.0
2023-05-03,成都,23.5,38.6,30.6,36.8,6.7,25.4,40.0
2023-05-03,武汉,56.5,88.2,62.9,35.8,8.4,25.4,93.0
2023-05-03,西安,75.4,121.6,60.8,45.9,9.8,25.4,115.0
2023-05-03,南京,57.6,94.2,51.2,46.2,13.3,25.4,90.0
2023-05-03,重庆,70.4,106.0,64.7,26.5,3.4,25.4,110.0
2023-05-04,北京,82.3,142.6,90.9,17.8,4.5,25.7,135.0
2023-05-04,上海,64.4,113.1,69.6,35.9,6.8,25.7,105.0
2023-05-04,广州,,106.3,24.3,9.4,18.3,25.7,88.0
2023-05-04,深圳,51.6,89.2,45.2,53.1,13.8,25.7,80.0
2023-05-04,杭州,,107.0,56.7,29.5,14.0,25.7,99.0
2023-05-04,成都,-6.3,4.5,78.3,25.3,6.2,25.7,24.0
2023-05-04,武汉,89.1,147.1,57.5,36.5,8.6,25.7,130.0
2023-05-04,西安,68.5,116.4,62.1,65.6,11.8,25.7,107.0
2023-05-04,南京,100.5,173.9,62.1,38.4,13.3,25.7,145.0
2023-05-04,重庆,111.6,181.8,,51.7,16.0,25.7,156.0
2023-05-05,北京,,81.2,46.3,42.4,11.7,26.0,73.0
2023-05-05,上海,75.6,116.3,49.4,39.7,15.3,26.0,110.0
2023-05-05,广州,86.0,142.2,65.0,30.0,23.8,26.0,129.0
2023-05-05,深圳,94.8,149.8,79.2,20.2,5.6,26.0,145.0
2023-05-05,杭州,53.5,93.5,80.4,25.9,19.8,26.0,96.0
2023-05-05,成都,110.8,171.2,94.5,21.6,12.5,26.0,171.0
2023-05-05,武汉,72.9,118.7,46.9,32.7,9.2,26.0,106.0
2023-05-05,西安,70.3,114.4,99.0,33.4,18.2,26.0,124.0
2023-05-05,南京,66.5,121.0,76.7,21.4,14.5,26.0,110.0
2023-05-05,重庆,92.7,146.2,79.3,35.5,15.5,26.0,143.0
2023-05-06,北京,41.3,80.7,66.5,21.8,19.0,26.3,76.0
2023-05-06,上海,89.8,146.4,61.4,34.8,8.4,26.3,132.0
2023-05-06,广州,84.4,140.7,45.6,38.0,11.5,26.3,120.0
2023-05-06,深圳,82.3,144.1,86.8,35.3,21.3,26.3,133.0
2023-05-06,杭州,80.1,130.9,71.9,20.7,12.2,26.3,125.0
2023-05-06,成都,46.1,75.6,63.2,24.7,8.8,26.3,81.0
2023-05-06,武汉,81.1,126.4,67.2,48.7,12.9,26.3,124.0
2023-05-06,西安,92.9,154.9,51.2,24.9,9.3,26.3,132.0
2023-05-06,南京,44.5,75.7,68.5,9.2,10.8,26.3,81.0
